顧客ID,年齢層,居住地,年収,投資経験,リードソース,Webサイト閲覧深度,セミナー参加,問い合わせからの経過日数,投資目的,希望投資額,検討の時期,過去の接触回数,最終接触からの経過日数,高関心ページ閲覧フラグ,質問レベル,紹介フラグ,アンケート回答フラグ,既存賃貸物件所有フラグ,成約フラグ
A666,40代,東京都内,800万~1200万,経験あり,広告,4,1,142,資産形成,2000万~3000万,1年以内,2,54,0,基本,0,1,0,0
A667,50代以上,その他地方,500万~800万,経験なし,紹介,1,0,59,家賃収入,3000万~5000万,3ヶ月以内,3,52,0,普通,0,0,0,0
A668,30代,その他地方,1200万~2000万,経験あり,紹介,4,1,78,税金対策,~2000万,3ヶ月以内,10,33,0,普通,0,0,0,1
A669,50代以上,その他地方,1200万~2000万,経験なし,紹介,3,1,124,その他,2000万~3000万,未定/情報収集,4,81,0,詳細,0,1,0,0
A670,30代,その他地方,800万~1200万,経験なし,Web資料請求,2,0,24,資産形成,2000万~3000万,3ヶ月以内,1,20,0,普通,1,1,0,1
A671,50代以上,東京都内,800万~1200万,経験なし,セミナー,2,0,33,家賃収入,2000万~3000万,3ヶ月以内,2,19,0,普通,1,1,0,1
A672,50代以上,関東近郊,800万~1200万,経験あり,紹介,3,0,61,家賃収入,3000万~5000万,1年以内,0,0,0,詳細,0,0,0,1
A673,40代,東京都内,500万~800万,経験なし,紹介,5,0,34,税金対策,3000万~5000万,半年以内,4,4,0,普通,0,0,0,0
A674,30代,東京都内,800万~1200万,経験なし,Web資料請求,3,0,33,家賃収入,~2000万,3ヶ月以内,1,19,0,詳細,0,0,0,0
A675,40代,関東近郊,1200万~2000万,経験なし,Web資料請求,1,0,144,資産形成,3000万~5000万,半年以内,0,1,1,普通,0,1,0,0
A676,30代,東京都内,800万~1200万,経験なし,広告,5,0,131,資産形成,3000万~5000万,1年以内,7,51,0,基本,0,0,1,1
A677,20代,東京都内,500万~800万,経験あり,セミナー,1,1,34,年金対策,3000万~5000万,3ヶ月以内,8,18,1,詳細,0,0,0,1
A678,40代,関東近郊,1200万~2000万,経験あり,Web資料請求,5,0,141,資産形成,~2000万,3ヶ月以内,1,20,0,詳細,0,0,0,0
A679,50代以上,その他地方,2000万~,経験なし,Web資料請求,2,1,174,資産形成,2000万~3000万,半年以内,2,53,0,基本,0,0,0,0
A680,50代以上,東京都内,~500万,経験なし,広告,5,0,141,家賃収入,3000万~5000万,3ヶ月以内,3,65,1,詳細,0,0,0,0
A681,40代,その他地方,500万~800万,経験なし,広告,3,0,110,資産形成,2000万~3000万,半年以内,4,12,1,普通,1,0,0,1
A682,50代以上,東京都内,500万~800万,経験あり,広告,2,1,62,資産形成,2000万~3000万,未定/情報収集,7,29,0,普通,0,0,0,0
A683,40代,東京都内,~500万,経験なし,セミナー,3,1,7,資産形成,2000万~3000万,未定/情報収集,2,5,0,基本,0,1,0,0
A684,40代,東京都内,500万~800万,経験なし,セミナー,4,0,87,家賃収入,5000万~,半年以内,8,21,0,基本,0,0,1,1
A685,40代,東京都内,800万~1200万,経験なし,紹介,2,0,24,資産形成,2000万~3000万,半年以内,2,3,0,詳細,0,1,0,0
A686,30代,関東近郊,500万~800万,経験あり,紹介,2,0,0,資産形成,2000万~3000万,3ヶ月以内,2,0,0,基本,0,0,0,1
A687,40代,東京都内,800万~1200万,経験なし,広告,5,0,62,その他,5000万~,3ヶ月以内,1,13,0,詳細,0,0,0,0
A688,30代,東京都内,1200万~2000万,経験なし,セミナー,4,0,35,年金対策,~2000万,半年以内,9,22,1,普通,0,1,0,1
A689,50代以上,関東近郊,800万~1200万,経験なし,Web資料請求,3,0,151,年金対策,~2000万,1年以内,0,44,0,普通,0,0,0,0
A690,30代,東京都内,800万~1200万,経験あり,広告,5,0,7,資産形成,2000万~3000万,未定/情報収集,8,5,1,普通,0,0,0,1
A691,40代,東京都内,1200万~2000万,経験なし,Web資料請求,3,0,124,資産形成,3000万~5000万,1年以内,5,79,1,基本,0,1,0,0
A692,50代以上,東京都内,500万~800万,経験あり,広告,4,0,55,資産形成,5000万~,1年以内,4,37,1,普通,0,0,0,0
A693,50代以上,東京都内,800万~1200万,経験なし,セミナー,3,1,112,資産形成,3000万~5000万,半年以内,10,79,1,詳細,0,1,0,1
A694,40代,東京都内,1200万~2000万,経験あり,Web資料請求,4,0,14,年金対策,5000万~,3ヶ月以内,4,11,1,基本,0,0,0,1
A695,50代以上,関東近郊,~500万,経験あり,広告,5,0,165,資産形成,~2000万,3ヶ月以内,7,88,0,基本,0,1,0,0
A696,40代,東京都内,500万~800万,経験なし,広告,2,1,101,家賃収入,2000万~3000万,半年以内,10,61,0,普通,1,0,0,1
A697,50代以上,東京都内,1200万~2000万,経験なし,Web資料請求,1,0,6,資産形成,2000万~3000万,3ヶ月以内,7,1,0,基本,0,0,0,0
A698,50代以上,東京都内,500万~800万,経験なし,Web資料請求,3,0,139,資産形成,~2000万,1年以内,0,86,0,普通,0,0,0,0
A699,40代,その他地方,1200万~2000万,経験あり,Web資料請求,2,0,108,家賃収入,~2000万,1年以内,7,75,0,基本,0,0,0,0
A700,50代以上,東京都内,~500万,経験あり,セミナー,5,1,119,資産形成,2000万~3000万,1年以内,3,13,0,詳細,0,1,0,0
A701,30代,東京都内,800万~1200万,経験なし,紹介,5,0,103,家賃収入,2000万~3000万,1年以内,4,83,0,普通,0,0,0,0
A702,40代,関東近郊,800万~1200万,経験あり,セミナー,4,1,70,資産形成,5000万~,半年以内,5,27,1,普通,0,1,0,1
A703,40代,関東近郊,500万~800万,経験なし,Web資料請求,1,0,8,税金対策,5000万~,3ヶ月以内,10,2,0,基本,0,1,0,0
A704,30代,関東近郊,1200万~2000万,経験あり,広告,3,0,29,税金対策,2000万~3000万,1年以内,4,26,0,基本,0,0,0,0
A705,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,5,0,110,税金対策,5000万~,半年以内,0,84,1,基本,0,0,0,0
A706,40代,東京都内,800万~1200万,経験あり,Web資料請求,4,0,59,資産形成,3000万~5000万,1年以内,7,44,0,普通,0,1,0,1
A707,40代,東京都内,800万~1200万,経験なし,Web資料請求,3,1,100,税金対策,5000万~,3ヶ月以内,0,3,0,詳細,0,0,0,1
A708,30代,関東近郊,2000万~,経験あり,セミナー,5,0,111,家賃収入,2000万~3000万,1年以内,2,81,0,詳細,0,1,0,1
A709,50代以上,東京都内,~500万,経験なし,広告,3,0,111,資産形成,3000万~5000万,半年以内,10,76,1,普通,0,0,0,0
A710,50代以上,関東近郊,800万~1200万,経験あり,セミナー,4,0,133,家賃収入,3000万~5000万,半年以内,7,58,0,普通,0,0,0,0
A711,40代,関東近郊,2000万~,経験なし,紹介,1,1,93,資産形成,2000万~3000万,半年以内,8,59,1,詳細,0,0,0,1
A712,50代以上,東京都内,800万~1200万,経験なし,広告,4,1,93,家賃収入,2000万~3000万,1年以内,2,44,1,詳細,0,0,0,0
A713,40代,関東近郊,1200万~2000万,経験なし,Web資料請求,2,1,92,家賃収入,2000万~3000万,3ヶ月以内,7,87,1,普通,0,0,0,1
A714,20代,関東近郊,500万~800万,経験なし,広告,4,1,84,資産形成,2000万~3000万,1年以内,4,28,0,普通,0,0,1,0
A715,30代,東京都内,2000万~,経験あり,セミナー,5,0,111,資産形成,3000万~5000万,1年以内,2,50,0,普通,0,0,0,1
A716,50代以上,東京都内,1200万~2000万,経験なし,Web資料請求,5,0,27,家賃収入,5000万~,3ヶ月以内,5,25,1,基本,0,0,0,1
A717,20代,東京都内,800万~1200万,経験なし,セミナー,1,1,18,資産形成,3000万~5000万,半年以内,4,4,0,普通,0,0,1,1
A718,40代,東京都内,500万~800万,経験なし,セミナー,4,1,26,税金対策,2000万~3000万,半年以内,9,26,0,詳細,0,0,0,1
A719,50代以上,東京都内,~500万,経験なし,セミナー,3,0,96,年金対策,5000万~,1年以内,9,1,0,普通,0,0,0,1
A720,50代以上,東京都内,1200万~2000万,経験なし,Web資料請求,1,0,116,家賃収入,2000万~3000万,1年以内,7,14,1,詳細,0,0,0,0
A721,30代,その他地方,500万~800万,経験あり,Web資料請求,2,0,8,資産形成,3000万~5000万,半年以内,1,3,1,普通,0,0,0,0
A722,40代,その他地方,~500万,経験なし,広告,3,0,148,家賃収入,~2000万,3ヶ月以内,10,53,0,普通,0,0,0,0
A723,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,4,1,89,資産形成,3000万~5000万,3ヶ月以内,0,56,1,基本,0,1,0,0
A724,50代以上,東京都内,800万~1200万,経験なし,広告,2,0,109,税金対策,2000万~3000万,1年以内,0,46,1,基本,0,0,0,0
A725,50代以上,その他地方,800万~1200万,経験あり,Web資料請求,2,0,70,資産形成,3000万~5000万,1年以内,9,54,0,普通,0,1,0,0
A726,40代,関東近郊,1200万~2000万,経験なし,Web資料請求,4,1,62,資産形成,5000万~,未定/情報収集,9,24,1,普通,0,0,0,1
A727,40代,東京都内,1200万~2000万,経験あり,紹介,4,0,30,税金対策,3000万~5000万,未定/情報収集,3,28,0,基本,0,0,0,1
A728,30代,東京都内,800万~1200万,経験あり,紹介,5,0,141,税金対策,3000万~5000万,3ヶ月以内,1,11,0,普通,0,0,0,0
A729,40代,関東近郊,1200万~2000万,経験なし,紹介,2,1,7,家賃収入,3000万~5000万,未定/情報収集,10,2,1,詳細,0,0,0,1
A730,30代,東京都内,~500万,経験あり,Web資料請求,4,0,7,資産形成,3000万~5000万,3ヶ月以内,3,3,0,普通,0,0,0,0
A731,20代,関東近郊,500万~800万,経験あり,紹介,1,0,0,資産形成,2000万~3000万,半年以内,7,0,0,詳細,0,0,0,0
A732,30代,関東近郊,1200万~2000万,経験あり,セミナー,1,0,99,家賃収入,2000万~3000万,半年以内,7,49,0,詳細,0,0,0,0
A733,40代,関東近郊,500万~800万,経験あり,紹介,5,1,161,資産形成,5000万~,1年以内,1,66,0,基本,0,1,0,1
A734,40代,その他地方,800万~1200万,経験あり,Web資料請求,3,0,73,資産形成,3000万~5000万,1年以内,7,23,0,普通,0,1,0,1
A735,50代以上,関東近郊,800万~1200万,経験なし,Web資料請求,3,1,36,資産形成,~2000万,未定/情報収集,7,18,1,普通,0,1,0,1
A736,40代,その他地方,800万~1200万,経験あり,Web資料請求,3,0,51,その他,5000万~,半年以内,3,46,0,基本,1,0,0,1
A737,30代,その他地方,~500万,経験あり,Web資料請求,1,1,163,資産形成,2000万~3000万,3ヶ月以内,7,44,1,基本,0,1,0,0
A738,40代,その他地方,2000万~,経験なし,Web資料請求,2,0,172,家賃収入,3000万~5000万,3ヶ月以内,2,49,1,普通,0,0,0,1
A739,50代以上,関東近郊,1200万~2000万,経験なし,Web資料請求,2,0,108,年金対策,5000万~,1年以内,6,84,1,普通,0,1,0,1
A740,50代以上,東京都内,1200万~2000万,経験あり,Web資料請求,5,1,1,資産形成,2000万~3000万,半年以内,5,0,1,普通,0,1,0,1
A741,30代,東京都内,800万~1200万,経験あり,広告,1,0,161,家賃収入,5000万~,未定/情報収集,2,17,0,詳細,0,1,0,0
A742,40代,東京都内,800万~1200万,経験なし,セミナー,5,1,14,資産形成,2000万~3000万,1年以内,9,5,0,基本,0,1,0,1
A743,30代,関東近郊,500万~800万,経験あり,Web資料請求,3,0,126,資産形成,2000万~3000万,未定/情報収集,1,70,1,普通,0,1,0,0
A744,50代以上,その他地方,800万~1200万,経験あり,Web資料請求,3,0,171,年金対策,3000万~5000万,未定/情報収集,4,79,1,詳細,0,1,0,0
A745,20代,その他地方,500万~800万,経験あり,セミナー,5,1,152,資産形成,2000万~3000万,1年以内,8,5,0,普通,0,1,0,1
A746,50代以上,その他地方,800万~1200万,経験なし,Web資料請求,3,1,71,資産形成,2000万~3000万,1年以内,5,45,0,基本,0,0,0,0
A747,40代,東京都内,800万~1200万,経験なし,Web資料請求,1,0,122,資産形成,~2000万,未定/情報収集,0,18,0,詳細,0,1,0,0
A748,30代,関東近郊,1200万~2000万,経験あり,Web資料請求,1,0,68,年金対策,5000万~,未定/情報収集,1,39,1,基本,0,0,0,0
A749,50代以上,東京都内,2000万~,経験あり,Web資料請求,1,0,154,資産形成,2000万~3000万,1年以内,7,70,1,普通,0,0,0,1
A750,50代以上,東京都内,800万~1200万,経験なし,セミナー,2,0,43,年金対策,3000万~5000万,3ヶ月以内,8,8,1,普通,0,1,0,1
A751,50代以上,関東近郊,800万~1200万,経験あり,広告,5,0,78,その他,2000万~3000万,半年以内,7,46,0,普通,0,1,0,0
A752,40代,関東近郊,2000万~,経験なし,セミナー,3,1,145,家賃収入,~2000万,1年以内,0,6,1,普通,0,0,0,1
A753,40代,東京都内,2000万~,経験なし,広告,1,0,59,資産形成,2000万~3000万,1年以内,6,30,0,詳細,0,1,0,0
A754,50代以上,関東近郊,500万~800万,経験あり,広告,1,0,168,年金対策,~2000万,半年以内,4,3,0,基本,0,0,1,0
A755,30代,その他地方,500万~800万,経験なし,Web資料請求,1,1,51,資産形成,5000万~,未定/情報収集,8,36,0,詳細,0,1,0,0
A756,40代,東京都内,500万~800万,経験なし,広告,4,0,139,資産形成,~2000万,半年以内,9,57,1,普通,1,0,0,1
A757,40代,東京都内,800万~1200万,経験あり,紹介,5,0,102,税金対策,3000万~5000万,1年以内,4,48,0,基本,0,1,0,1
A758,30代,その他地方,500万~800万,経験あり,Web資料請求,5,0,69,家賃収入,3000万~5000万,半年以内,1,45,0,基本,1,0,0,0
A759,30代,東京都内,500万~800万,経験あり,紹介,4,0,13,家賃収入,3000万~5000万,1年以内,1,2,1,詳細,0,0,0,1
A760,50代以上,東京都内,800万~1200万,経験なし,広告,3,0,77,家賃収入,3000万~5000万,3ヶ月以内,6,54,1,基本,0,0,0,0
A761,40代,東京都内,2000万~,経験あり,紹介,1,1,46,資産形成,2000万~3000万,半年以内,6,11,1,詳細,0,0,0,1
A762,50代以上,東京都内,~500万,経験なし,Web資料請求,3,0,103,資産形成,2000万~3000万,3ヶ月以内,0,20,1,普通,0,0,0,0
A763,30代,東京都内,800万~1200万,経験なし,紹介,4,0,78,資産形成,2000万~3000万,未定/情報収集,0,25,1,基本,0,0,0,0
A764,30代,東京都内,800万~1200万,経験あり,Web資料請求,4,0,111,年金対策,2000万~3000万,半年以内,9,43,1,普通,0,1,0,1
A765,40代,関東近郊,500万~800万,経験あり,紹介,1,0,50,家賃収入,3000万~5000万,3ヶ月以内,9,18,0,基本,0,1,0,0
A766,30代,東京都内,500万~800万,経験あり,広告,5,0,79,資産形成,2000万~3000万,半年以内,6,1,0,普通,0,0,0,0
A767,30代,東京都内,500万~800万,経験なし,紹介,4,1,150,家賃収入,3000万~5000万,半年以内,6,19,1,普通,0,1,0,1
A768,40代,東京都内,~500万,経験あり,Web資料請求,5,0,86,税金対策,3000万~5000万,1年以内,4,10,0,詳細,0,0,0,0
A769,30代,関東近郊,800万~1200万,経験あり,セミナー,1,1,83,その他,3000万~5000万,半年以内,5,48,0,詳細,0,0,0,1
A770,30代,関東近郊,500万~800万,経験なし,Web資料請求,1,0,63,資産形成,2000万~3000万,半年以内,2,40,1,基本,0,0,0,0
A771,30代,東京都内,500万~800万,経験あり,広告,3,1,134,家賃収入,5000万~,1年以内,4,71,1,基本,0,0,0,1
A772,40代,東京都内,800万~1200万,経験なし,Web資料請求,4,0,52,家賃収入,2000万~3000万,半年以内,7,6,1,詳細,0,0,0,1
A773,30代,関東近郊,2000万~,経験なし,Web資料請求,2,0,120,家賃収入,2000万~3000万,1年以内,2,53,1,詳細,0,0,0,0
A774,40代,東京都内,500万~800万,経験なし,広告,3,0,161,資産形成,5000万~,1年以内,8,51,0,詳細,0,0,0,0
A775,40代,東京都内,500万~800万,経験なし,Web資料請求,4,1,108,家賃収入,3000万~5000万,半年以内,10,15,0,基本,0,1,0,0
A776,30代,その他地方,800万~1200万,経験あり,Web資料請求,5,0,57,資産形成,~2000万,半年以内,3,28,1,基本,0,0,0,0
A777,40代,その他地方,500万~800万,経験なし,セミナー,2,0,10,税金対策,5000万~,未定/情報収集,6,2,1,詳細,0,0,0,0
A778,40代,その他地方,800万~1200万,経験なし,紹介,4,0,136,資産形成,3000万~5000万,3ヶ月以内,10,79,0,基本,0,0,0,1
A779,40代,関東近郊,~500万,経験なし,Web資料請求,2,1,95,資産形成,3000万~5000万,3ヶ月以内,5,14,0,基本,0,0,0,0
A780,30代,関東近郊,1200万~2000万,経験なし,セミナー,5,1,86,家賃収入,~2000万,1年以内,5,14,1,普通,0,1,0,1
A781,30代,東京都内,2000万~,経験なし,セミナー,2,1,126,その他,5000万~,半年以内,7,16,1,普通,1,1,0,1
A782,50代以上,東京都内,2000万~,経験あり,Web資料請求,1,0,96,家賃収入,2000万~3000万,3ヶ月以内,1,51,1,普通,0,1,0,0
A783,40代,東京都内,800万~1200万,経験あり,セミナー,2,0,135,家賃収入,2000万~3000万,未定/情報収集,6,66,0,基本,0,1,1,1
A784,20代,東京都内,800万~1200万,経験なし,広告,1,0,55,税金対策,3000万~5000万,1年以内,5,12,0,基本,0,1,0,0
A785,20代,東京都内,800万~1200万,経験あり,紹介,3,0,42,税金対策,2000万~3000万,半年以内,9,40,0,基本,0,0,0,0
A786,40代,東京都内,2000万~,経験あり,Web資料請求,5,1,70,資産形成,~2000万,3ヶ月以内,7,20,1,普通,0,0,0,1
A787,30代,その他地方,800万~1200万,経験なし,広告,4,0,123,家賃収入,3000万~5000万,未定/情報収集,3,72,0,詳細,0,0,0,0
A788,30代,関東近郊,~500万,経験あり,紹介,4,0,121,資産形成,5000万~,未定/情報収集,3,60,1,基本,0,0,0,0
A789,40代,東京都内,800万~1200万,経験あり,広告,2,0,34,資産形成,2000万~3000万,半年以内,7,33,0,基本,0,1,0,1
A790,30代,関東近郊,500万~800万,経験なし,Web資料請求,5,0,40,資産形成,2000万~3000万,1年以内,7,16,0,詳細,0,0,0,0
A791,50代以上,東京都内,800万~1200万,経験なし,広告,2,0,43,税金対策,2000万~3000万,未定/情報収集,1,17,1,普通,1,1,0,1
A792,40代,東京都内,500万~800万,経験なし,紹介,5,0,53,資産形成,~2000万,半年以内,10,2,0,基本,0,0,0,1
A793,30代,その他地方,500万~800万,経験なし,紹介,5,1,64,資産形成,5000万~,半年以内,6,38,0,詳細,0,1,0,1
A794,30代,東京都内,2000万~,経験あり,Web資料請求,4,0,61,税金対策,3000万~5000万,半年以内,5,38,1,普通,0,1,0,1
A795,50代以上,東京都内,800万~1200万,経験なし,セミナー,2,0,166,年金対策,~2000万,1年以内,0,62,1,普通,0,0,0,0
A796,50代以上,東京都内,800万~1200万,経験なし,セミナー,5,1,179,資産形成,5000万~,3ヶ月以内,7,45,0,詳細,0,1,0,1
A797,40代,東京都内,800万~1200万,経験なし,紹介,3,0,150,年金対策,~2000万,1年以内,10,18,0,詳細,0,1,0,1
A798,40代,その他地方,800万~1200万,経験なし,Web資料請求,1,1,10,資産形成,~2000万,未定/情報収集,1,7,0,詳細,1,0,0,0
A799,30代,東京都内,1200万~2000万,経験あり,セミナー,5,0,78,資産形成,3000万~5000万,3ヶ月以内,8,36,0,普通,0,0,0,1
A800,50代以上,東京都内,800万~1200万,経験あり,Web資料請求,1,0,156,家賃収入,~2000万,3ヶ月以内,4,61,1,詳細,0,0,0,0
A801,50代以上,東京都内,1200万~2000万,経験あり,Web資料請求,5,1,83,資産形成,5000万~,3ヶ月以内,10,66,1,普通,0,0,0,1
A802,50代以上,関東近郊,~500万,経験なし,紹介,2,1,132,年金対策,3000万~5000万,3ヶ月以内,2,74,0,普通,0,1,0,1
A803,40代,東京都内,~500万,経験なし,紹介,4,0,68,税金対策,~2000万,半年以内,5,43,0,普通,0,0,0,0
A804,20代,関東近郊,1200万~2000万,経験なし,広告,4,0,130,家賃収入,5000万~,半年以内,8,87,1,基本,0,0,0,1
A805,40代,関東近郊,2000万~,経験なし,広告,2,1,82,家賃収入,~2000万,半年以内,8,28,0,基本,0,1,0,0
A806,50代以上,関東近郊,800万~1200万,経験なし,広告,4,0,178,資産形成,3000万~5000万,1年以内,4,86,1,詳細,0,0,0,0
A807,30代,東京都内,1200万~2000万,経験なし,セミナー,3,0,163,資産形成,2000万~3000万,1年以内,1,27,0,基本,0,0,0,0
A808,30代,東京都内,500万~800万,経験あり,広告,1,1,157,資産形成,2000万~3000万,1年以内,4,89,1,詳細,0,0,0,0
A809,30代,東京都内,1200万~2000万,経験なし,広告,3,0,68,資産形成,5000万~,半年以内,3,12,0,普通,0,1,0,1
A810,40代,東京都内,800万~1200万,経験なし,Web資料請求,3,1,102,資産形成,3000万~5000万,1年以内,7,22,1,普通,1,0,0,1
A811,40代,関東近郊,500万~800万,経験あり,広告,1,0,45,資産形成,3000万~5000万,半年以内,7,33,0,基本,0,1,0,0
A812,30代,東京都内,~500万,経験あり,広告,2,1,75,資産形成,2000万~3000万,3ヶ月以内,7,6,0,基本,0,1,0,1
A813,30代,その他地方,500万~800万,経験なし,広告,2,1,138,家賃収入,3000万~5000万,1年以内,2,26,0,普通,1,1,0,1
A814,40代,東京都内,1200万~2000万,経験なし,セミナー,4,0,60,税金対策,~2000万,未定/情報収集,6,37,1,詳細,0,1,0,1
A815,40代,その他地方,800万~1200万,経験あり,セミナー,2,1,137,税金対策,2000万~3000万,3ヶ月以内,3,18,0,基本,0,1,0,0
A816,20代,その他地方,~500万,経験なし,セミナー,1,1,59,資産形成,~2000万,未定/情報収集,10,46,0,基本,0,1,0,0
A817,50代以上,東京都内,2000万~,経験なし,紹介,3,0,98,資産形成,2000万~3000万,半年以内,5,17,1,基本,0,1,0,1
A818,30代,その他地方,~500万,経験あり,紹介,1,0,6,税金対策,2000万~3000万,1年以内,10,2,0,普通,0,1,0,1
A819,50代以上,東京都内,2000万~,経験なし,Web資料請求,5,0,148,資産形成,3000万~5000万,3ヶ月以内,1,60,1,普通,0,0,0,1
A820,40代,関東近郊,500万~800万,経験あり,紹介,4,0,6,資産形成,~2000万,1年以内,5,0,0,普通,0,0,0,0
A821,40代,東京都内,500万~800万,経験なし,Web資料請求,5,1,63,資産形成,~2000万,未定/情報収集,1,52,1,詳細,0,1,0,0
A822,40代,東京都内,800万~1200万,経験なし,紹介,5,0,146,資産形成,5000万~,未定/情報収集,6,53,0,普通,0,0,0,1
A823,30代,東京都内,500万~800万,経験あり,Web資料請求,2,0,68,その他,~2000万,半年以内,0,36,0,普通,0,1,0,0
A824,40代,関東近郊,500万~800万,経験あり,Web資料請求,2,0,88,家賃収入,2000万~3000万,3ヶ月以内,6,18,1,詳細,0,0,0,0
A825,50代以上,東京都内,800万~1200万,経験なし,広告,3,0,133,家賃収入,2000万~3000万,半年以内,8,50,0,詳細,0,0,0,0
A826,30代,東京都内,500万~800万,経験あり,Web資料請求,2,0,132,家賃収入,~2000万,未定/情報収集,9,89,1,基本,0,0,0,0
A827,40代,関東近郊,800万~1200万,経験なし,紹介,3,1,69,資産形成,3000万~5000万,1年以内,8,22,1,詳細,0,0,0,1
A828,40代,東京都内,~500万,経験あり,Web資料請求,5,1,178,家賃収入,2000万~3000万,半年以内,3,84,1,基本,0,0,0,0
A829,30代,関東近郊,800万~1200万,経験あり,Web資料請求,5,1,174,年金対策,3000万~5000万,3ヶ月以内,9,63,0,普通,1,1,0,1
A830,40代,東京都内,800万~1200万,経験なし,広告,1,0,135,資産形成,2000万~3000万,1年以内,1,25,0,普通,0,0,0,0
A831,30代,その他地方,~500万,経験なし,セミナー,4,0,19,資産形成,2000万~3000万,半年以内,5,13,0,普通,0,0,0,0
A832,40代,東京都内,500万~800万,経験あり,Web資料請求,1,0,78,家賃収入,3000万~5000万,半年以内,4,15,0,普通,0,0,0,0
