顧客ID,年齢層,居住地,年収,投資経験,リードソース,Webサイト閲覧深度,セミナー参加,問い合わせからの経過日数,投資目的,希望投資額,検討の時期,過去の接触回数,最終接触からの経過日数,高関心ページ閲覧フラグ,質問レベル,紹介フラグ,アンケート回答フラグ,既存賃貸物件所有フラグ,成約フラグ
A833,40代,その他地方,800万~1200万,経験なし,セミナー,2,0,72,家賃収入,5000万~,半年以内,0,67,1,基本,0,1,0,0
A834,50代以上,その他地方,1200万~2000万,経験なし,セミナー,4,0,108,その他,~2000万,1年以内,9,25,1,基本,0,0,0,0
A835,30代,関東近郊,800万~1200万,経験なし,Web資料請求,3,0,30,その他,2000万~3000万,半年以内,1,6,1,基本,0,0,0,0
A836,40代,関東近郊,800万~1200万,経験あり,紹介,2,0,0,家賃収入,3000万~5000万,1年以内,2,0,0,基本,1,0,0,1
A837,30代,東京都内,800万~1200万,経験なし,Web資料請求,4,0,63,税金対策,2000万~3000万,1年以内,3,61,0,基本,0,1,0,0
A838,20代,東京都内,~500万,経験あり,広告,2,0,9,資産形成,~2000万,3ヶ月以内,2,5,1,普通,0,0,0,0
A839,30代,関東近郊,~500万,経験なし,Web資料請求,4,0,70,資産形成,~2000万,半年以内,4,56,0,詳細,0,0,0,0
A840,50代以上,その他地方,1200万~2000万,経験なし,Web資料請求,1,0,66,家賃収入,~2000万,1年以内,8,11,1,普通,0,0,0,0
A841,40代,東京都内,800万~1200万,経験なし,Web資料請求,2,1,124,家賃収入,3000万~5000万,未定/情報収集,0,31,0,詳細,0,0,0,0
A842,50代以上,関東近郊,800万~1200万,経験なし,紹介,2,0,81,その他,~2000万,1年以内,2,78,1,普通,0,0,0,0
A843,30代,東京都内,800万~1200万,経験なし,Web資料請求,4,1,98,資産形成,3000万~5000万,3ヶ月以内,2,31,1,基本,0,0,0,1
A844,30代,東京都内,800万~1200万,経験なし,Web資料請求,1,0,167,税金対策,2000万~3000万,未定/情報収集,7,9,0,普通,1,0,0,0
A845,30代,東京都内,1200万~2000万,経験なし,Web資料請求,5,0,153,年金対策,5000万~,半年以内,1,52,0,普通,0,0,0,0
A846,50代以上,関東近郊,800万~1200万,経験あり,Web資料請求,2,0,106,資産形成,5000万~,3ヶ月以内,4,4,1,詳細,0,0,0,0
A847,20代,東京都内,~500万,経験あり,広告,4,0,77,税金対策,~2000万,未定/情報収集,9,49,1,普通,0,0,0,0
A848,30代,東京都内,1200万~2000万,経験あり,Web資料請求,2,0,88,資産形成,5000万~,1年以内,8,38,0,詳細,0,1,0,1
A849,30代,関東近郊,2000万~,経験あり,Web資料請求,5,0,102,家賃収入,3000万~5000万,1年以内,8,27,0,基本,0,0,0,0
A850,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,3,0,177,家賃収入,3000万~5000万,1年以内,10,14,0,基本,0,1,0,0
A851,50代以上,その他地方,500万~800万,経験あり,広告,5,0,41,税金対策,3000万~5000万,半年以内,10,19,1,詳細,0,1,0,0
A852,50代以上,東京都内,800万~1200万,経験なし,紹介,5,0,45,税金対策,3000万~5000万,1年以内,10,3,1,詳細,0,0,0,1
A853,40代,東京都内,500万~800万,経験あり,Web資料請求,2,0,126,資産形成,5000万~,未定/情報収集,6,14,0,普通,0,0,0,0
A854,40代,東京都内,800万~1200万,経験なし,広告,5,0,60,家賃収入,5000万~,1年以内,7,57,1,詳細,0,1,0,1
A855,50代以上,東京都内,500万~800万,経験なし,セミナー,5,0,23,税金対策,5000万~,半年以内,2,2,0,基本,1,0,0,1
A856,40代,その他地方,800万~1200万,経験なし,広告,5,0,145,資産形成,3000万~5000万,3ヶ月以内,4,33,0,基本,0,0,0,0
A857,30代,東京都内,500万~800万,経験なし,広告,2,1,168,資産形成,2000万~3000万,未定/情報収集,1,83,1,基本,0,0,0,0
A858,40代,東京都内,~500万,経験なし,紹介,5,0,176,家賃収入,5000万~,1年以内,10,80,0,基本,0,1,0,1
A859,50代以上,東京都内,500万~800万,経験なし,広告,5,1,153,資産形成,2000万~3000万,未定/情報収集,1,2,0,基本,0,0,0,0
A860,40代,東京都内,500万~800万,経験なし,セミナー,1,0,28,年金対策,~2000万,半年以内,4,18,1,普通,1,1,0,1
A861,50代以上,東京都内,~500万,経験なし,セミナー,5,0,112,家賃収入,3000万~5000万,半年以内,2,51,0,普通,0,0,0,0
A862,20代,東京都内,500万~800万,経験なし,セミナー,3,1,75,資産形成,2000万~3000万,3ヶ月以内,2,15,0,基本,0,0,0,0
A863,40代,東京都内,800万~1200万,経験あり,紹介,1,1,101,家賃収入,2000万~3000万,1年以内,1,61,0,基本,0,0,0,1
A864,50代以上,関東近郊,2000万~,経験なし,Web資料請求,5,0,179,資産形成,5000万~,1年以内,8,0,1,普通,0,0,0,1
A865,40代,東京都内,~500万,経験あり,Web資料請求,3,0,129,資産形成,3000万~5000万,半年以内,4,61,0,詳細,0,0,0,0
A866,50代以上,東京都内,800万~1200万,経験あり,紹介,3,0,132,家賃収入,2000万~3000万,3ヶ月以内,7,30,0,普通,0,0,0,0
A867,40代,東京都内,800万~1200万,経験あり,Web資料請求,1,0,132,税金対策,2000万~3000万,1年以内,0,52,1,普通,0,1,0,0
A868,40代,関東近郊,2000万~,経験なし,セミナー,2,0,128,家賃収入,~2000万,未定/情報収集,10,28,0,普通,0,0,0,1
A869,50代以上,関東近郊,800万~1200万,経験なし,セミナー,1,1,7,資産形成,2000万~3000万,1年以内,4,6,1,基本,0,0,0,0
A870,50代以上,関東近郊,500万~800万,経験あり,セミナー,1,1,79,資産形成,~2000万,半年以内,4,30,0,詳細,0,0,0,0
A871,40代,東京都内,1200万~2000万,経験あり,紹介,4,0,17,資産形成,5000万~,未定/情報収集,2,13,0,基本,0,0,0,0
A872,20代,東京都内,1200万~2000万,経験なし,セミナー,2,1,108,資産形成,2000万~3000万,未定/情報収集,5,47,0,基本,0,1,0,0
A873,40代,関東近郊,500万~800万,経験あり,紹介,2,1,12,税金対策,3000万~5000万,半年以内,9,11,1,基本,0,0,0,1
A874,20代,その他地方,1200万~2000万,経験なし,Web資料請求,5,0,129,資産形成,5000万~,未定/情報収集,6,43,0,詳細,0,1,1,1
A875,50代以上,関東近郊,800万~1200万,経験なし,Web資料請求,3,0,69,資産形成,2000万~3000万,3ヶ月以内,9,1,1,詳細,0,0,0,1
A876,30代,関東近郊,800万~1200万,経験あり,セミナー,5,0,121,税金対策,3000万~5000万,半年以内,9,55,1,基本,1,1,0,1
A877,50代以上,関東近郊,800万~1200万,経験なし,Web資料請求,2,1,50,資産形成,2000万~3000万,1年以内,5,13,0,詳細,0,0,0,0
A878,50代以上,東京都内,800万~1200万,経験あり,Web資料請求,2,0,179,年金対策,3000万~5000万,半年以内,2,89,1,普通,1,1,0,1
A879,30代,関東近郊,1200万~2000万,経験なし,Web資料請求,5,1,40,年金対策,2000万~3000万,半年以内,5,23,0,詳細,0,0,0,0
A880,30代,東京都内,500万~800万,経験なし,Web資料請求,3,0,113,家賃収入,3000万~5000万,半年以内,0,73,0,詳細,1,0,0,0
A881,50代以上,東京都内,800万~1200万,経験あり,Web資料請求,1,0,60,年金対策,2000万~3000万,半年以内,9,53,1,普通,0,0,0,0
A882,40代,東京都内,800万~1200万,経験なし,セミナー,4,0,160,家賃収入,5000万~,半年以内,2,84,1,詳細,0,0,0,1
A883,30代,東京都内,1200万~2000万,経験なし,セミナー,1,0,120,家賃収入,~2000万,半年以内,2,80,0,普通,1,0,0,0
A884,30代,東京都内,800万~1200万,経験なし,セミナー,1,0,86,資産形成,~2000万,3ヶ月以内,4,82,0,詳細,0,0,0,0
A885,50代以上,関東近郊,800万~1200万,経験あり,Web資料請求,5,0,111,家賃収入,5000万~,半年以内,0,52,0,普通,0,1,0,0
A886,30代,関東近郊,800万~1200万,経験あり,セミナー,1,1,15,資産形成,3000万~5000万,半年以内,2,7,0,基本,1,1,0,1
A887,30代,東京都内,800万~1200万,経験なし,Web資料請求,2,1,176,家賃収入,3000万~5000万,1年以内,0,6,0,基本,0,0,0,0
A888,50代以上,東京都内,2000万~,経験なし,広告,1,0,24,年金対策,~2000万,半年以内,1,14,1,詳細,1,0,0,1
A889,30代,東京都内,800万~1200万,経験なし,Web資料請求,3,0,9,家賃収入,3000万~5000万,未定/情報収集,9,6,0,普通,0,0,0,0
A890,40代,東京都内,800万~1200万,経験なし,広告,5,0,3,税金対策,~2000万,3ヶ月以内,2,1,0,詳細,1,1,0,1
A891,30代,東京都内,800万~1200万,経験あり,紹介,3,0,16,資産形成,~2000万,3ヶ月以内,7,5,0,普通,1,0,0,1
A892,50代以上,東京都内,800万~1200万,経験あり,Web資料請求,5,1,125,税金対策,3000万~5000万,1年以内,4,48,0,基本,0,1,0,0
A893,40代,東京都内,800万~1200万,経験なし,紹介,4,0,57,資産形成,~2000万,3ヶ月以内,10,33,0,基本,0,0,0,1
A894,40代,東京都内,~500万,経験なし,紹介,4,0,83,家賃収入,5000万~,未定/情報収集,3,40,0,普通,0,0,0,0
A895,50代以上,関東近郊,800万~1200万,経験なし,セミナー,3,0,42,家賃収入,3000万~5000万,3ヶ月以内,7,22,1,基本,0,0,0,0
A896,30代,東京都内,2000万~,経験なし,セミナー,3,0,10,家賃収入,5000万~,1年以内,4,2,0,詳細,0,0,0,1
A897,40代,関東近郊,800万~1200万,経験なし,紹介,3,0,109,税金対策,5000万~,半年以内,3,29,1,詳細,0,0,0,1
A898,40代,東京都内,800万~1200万,経験あり,紹介,3,0,114,家賃収入,2000万~3000万,半年以内,9,81,0,基本,0,1,0,1
A899,30代,その他地方,1200万~2000万,経験なし,Web資料請求,4,0,54,資産形成,3000万~5000万,1年以内,8,29,1,普通,1,0,0,1
A900,30代,関東近郊,800万~1200万,経験あり,紹介,1,1,9,資産形成,2000万~3000万,半年以内,10,9,0,基本,0,1,0,1
A901,40代,関東近郊,800万~1200万,経験あり,紹介,5,0,10,資産形成,5000万~,1年以内,9,6,0,基本,0,0,0,1
A902,20代,関東近郊,800万~1200万,経験なし,紹介,3,0,129,家賃収入,5000万~,未定/情報収集,2,80,0,普通,0,0,0,0
A903,40代,東京都内,800万~1200万,経験なし,Web資料請求,5,0,117,家賃収入,~2000万,3ヶ月以内,6,68,0,基本,0,1,0,0
A904,50代以上,関東近郊,500万~800万,経験なし,セミナー,5,0,166,家賃収入,~2000万,3ヶ月以内,5,87,1,普通,0,1,0,1
A905,30代,その他地方,800万~1200万,経験なし,Web資料請求,2,0,100,税金対策,3000万~5000万,未定/情報収集,1,19,0,普通,0,0,0,0
A906,50代以上,東京都内,1200万~2000万,経験なし,広告,2,0,44,資産形成,2000万~3000万,1年以内,5,4,0,詳細,0,0,0,0
A907,40代,関東近郊,800万~1200万,経験なし,Web資料請求,5,0,176,その他,3000万~5000万,未定/情報収集,10,3,0,詳細,1,0,0,0
A908,40代,東京都内,800万~1200万,経験なし,広告,4,1,161,税金対策,5000万~,未定/情報収集,6,44,1,詳細,0,0,0,1
A909,50代以上,関東近郊,800万~1200万,経験あり,セミナー,3,0,175,家賃収入,3000万~5000万,半年以内,7,15,0,詳細,0,0,0,1
A910,50代以上,東京都内,800万~1200万,経験あり,セミナー,2,0,139,家賃収入,2000万~3000万,1年以内,6,52,0,詳細,0,1,0,1
A911,30代,東京都内,2000万~,経験なし,Web資料請求,5,0,26,家賃収入,~2000万,1年以内,5,21,1,基本,0,1,0,1
A912,20代,東京都内,~500万,経験あり,広告,5,0,68,家賃収入,~2000万,未定/情報収集,7,64,1,詳細,0,0,0,0
A913,20代,東京都内,2000万~,経験なし,セミナー,5,0,157,資産形成,3000万~5000万,3ヶ月以内,9,34,0,普通,0,1,0,1
A914,30代,東京都内,500万~800万,経験なし,広告,5,1,6,資産形成,3000万~5000万,半年以内,2,5,1,詳細,0,1,0,1
A915,30代,東京都内,1200万~2000万,経験なし,Web資料請求,4,0,162,資産形成,2000万~3000万,未定/情報収集,7,90,1,基本,0,1,0,0
A916,30代,東京都内,500万~800万,経験あり,Web資料請求,4,0,61,家賃収入,2000万~3000万,1年以内,5,12,0,普通,0,1,0,0
A917,50代以上,関東近郊,800万~1200万,経験なし,Web資料請求,3,0,164,家賃収入,3000万~5000万,3ヶ月以内,4,84,1,詳細,1,0,0,1
A918,40代,東京都内,~500万,経験なし,広告,3,0,10,家賃収入,3000万~5000万,未定/情報収集,6,7,0,普通,0,0,0,0
A919,50代以上,その他地方,2000万~,経験なし,セミナー,2,0,78,資産形成,3000万~5000万,1年以内,10,35,0,詳細,0,1,0,1
A920,40代,関東近郊,2000万~,経験なし,紹介,1,1,51,資産形成,2000万~3000万,1年以内,9,2,0,普通,0,0,0,1
A921,20代,東京都内,500万~800万,経験なし,セミナー,5,0,5,家賃収入,2000万~3000万,未定/情報収集,9,0,0,詳細,0,0,0,0
A922,30代,東京都内,500万~800万,経験あり,Web資料請求,5,1,158,家賃収入,~2000万,3ヶ月以内,10,63,0,基本,0,0,0,0
A923,40代,関東近郊,~500万,経験あり,紹介,5,0,119,家賃収入,5000万~,未定/情報収集,10,5,0,詳細,0,1,0,1
A924,40代,東京都内,800万~1200万,経験あり,Web資料請求,5,0,116,家賃収入,5000万~,1年以内,0,58,1,普通,0,0,0,1
A925,20代,東京都内,800万~1200万,経験あり,Web資料請求,1,0,139,資産形成,3000万~5000万,1年以内,9,12,0,基本,0,0,1,0
A926,20代,東京都内,1200万~2000万,経験なし,広告,3,0,34,家賃収入,3000万~5000万,半年以内,7,23,0,普通,0,0,0,0
A927,30代,関東近郊,800万~1200万,経験なし,Web資料請求,5,1,167,資産形成,5000万~,1年以内,9,3,1,基本,0,1,0,0
A928,40代,関東近郊,1200万~2000万,経験あり,Web資料請求,4,0,179,家賃収入,2000万~3000万,未定/情報収集,3,67,0,普通,0,1,0,0
A929,50代以上,東京都内,1200万~2000万,経験あり,紹介,2,1,107,家賃収入,5000万~,3ヶ月以内,2,27,0,詳細,0,1,0,1
A930,30代,その他地方,800万~1200万,経験あり,セミナー,3,0,1,家賃収入,~2000万,1年以内,2,1,1,普通,0,1,0,0
A931,30代,東京都内,1200万~2000万,経験あり,紹介,3,0,132,資産形成,2000万~3000万,未定/情報収集,2,77,0,普通,0,1,0,1
A932,30代,東京都内,800万~1200万,経験なし,紹介,2,0,134,家賃収入,~2000万,1年以内,4,8,0,詳細,0,1,0,1
A933,20代,東京都内,500万~800万,経験なし,セミナー,2,0,80,資産形成,~2000万,3ヶ月以内,6,31,1,普通,0,0,0,0
A934,40代,その他地方,1200万~2000万,経験なし,セミナー,4,1,153,税金対策,2000万~3000万,半年以内,5,33,0,普通,0,0,0,1
A935,40代,東京都内,500万~800万,経験あり,Web資料請求,5,0,64,年金対策,~2000万,3ヶ月以内,7,42,0,普通,0,0,0,0
A936,40代,関東近郊,800万~1200万,経験あり,Web資料請求,4,0,75,家賃収入,3000万~5000万,未定/情報収集,8,56,0,詳細,0,0,0,1
A937,40代,東京都内,1200万~2000万,経験あり,セミナー,5,0,60,資産形成,2000万~3000万,未定/情報収集,4,37,0,普通,0,0,0,0
A938,40代,関東近郊,~500万,経験あり,セミナー,2,0,160,年金対策,~2000万,半年以内,10,21,1,基本,0,0,0,0
A939,30代,東京都内,1200万~2000万,経験なし,紹介,4,1,42,資産形成,2000万~3000万,半年以内,6,30,1,詳細,0,0,0,1
A940,40代,関東近郊,~500万,経験なし,Web資料請求,5,0,10,税金対策,2000万~3000万,3ヶ月以内,2,9,0,普通,0,0,0,0
A941,50代以上,関東近郊,1200万~2000万,経験なし,広告,2,0,53,その他,2000万~3000万,1年以内,3,25,1,詳細,0,0,0,0
A942,30代,その他地方,500万~800万,経験なし,Web資料請求,5,0,27,年金対策,3000万~5000万,未定/情報収集,7,22,0,普通,1,1,0,0
A943,40代,東京都内,500万~800万,経験なし,紹介,5,0,14,資産形成,2000万~3000万,半年以内,5,9,1,普通,0,0,0,1
A944,40代,東京都内,1200万~2000万,経験なし,Web資料請求,4,0,60,家賃収入,5000万~,未定/情報収集,9,31,0,普通,0,0,0,1
A945,40代,関東近郊,1200万~2000万,経験なし,広告,4,0,172,資産形成,3000万~5000万,1年以内,10,41,1,普通,0,0,0,1
A946,40代,東京都内,2000万~,経験なし,広告,4,0,80,税金対策,3000万~5000万,3ヶ月以内,9,69,0,基本,0,0,0,1
A947,40代,関東近郊,800万~1200万,経験なし,セミナー,4,0,133,資産形成,2000万~3000万,未定/情報収集,0,85,0,詳細,1,1,0,0
A948,40代,関東近郊,800万~1200万,経験あり,広告,2,0,66,資産形成,5000万~,半年以内,4,48,0,詳細,0,1,0,1
A949,50代以上,東京都内,800万~1200万,経験あり,Web資料請求,1,0,128,家賃収入,3000万~5000万,3ヶ月以内,1,67,0,詳細,0,1,0,0
A950,50代以上,東京都内,500万~800万,経験なし,セミナー,5,1,18,家賃収入,~2000万,1年以内,1,13,0,普通,0,1,0,0
A951,40代,東京都内,800万~1200万,経験あり,Web資料請求,3,1,78,資産形成,3000万~5000万,3ヶ月以内,0,0,1,普通,0,0,1,1
A952,40代,関東近郊,800万~1200万,経験なし,セミナー,4,0,32,税金対策,2000万~3000万,半年以内,3,16,1,基本,0,1,0,1
A953,30代,東京都内,800万~1200万,経験なし,セミナー,3,1,145,その他,3000万~5000万,未定/情報収集,3,40,0,詳細,0,1,0,1
A954,40代,東京都内,2000万~,経験なし,セミナー,5,1,114,資産形成,2000万~3000万,未定/情報収集,9,61,0,詳細,0,1,0,1
A955,40代,東京都内,~500万,経験あり,紹介,1,0,14,資産形成,2000万~3000万,半年以内,10,11,1,普通,0,0,0,0
A956,40代,関東近郊,800万~1200万,経験なし,Web資料請求,2,0,58,資産形成,~2000万,3ヶ月以内,9,7,1,基本,0,1,0,1
A957,30代,東京都内,2000万~,経験あり,紹介,4,0,68,税金対策,2000万~3000万,1年以内,1,25,0,普通,0,0,0,1
A958,30代,関東近郊,2000万~,経験あり,セミナー,3,1,30,資産形成,3000万~5000万,1年以内,1,3,0,普通,1,1,0,1
A959,40代,関東近郊,800万~1200万,経験なし,広告,2,0,42,その他,5000万~,半年以内,8,1,1,詳細,0,0,0,1
A960,40代,その他地方,2000万~,経験なし,Web資料請求,1,1,122,資産形成,3000万~5000万,半年以内,10,2,1,普通,0,0,0,1
A961,50代以上,関東近郊,500万~800万,経験なし,セミナー,1,0,139,その他,~2000万,半年以内,5,76,0,普通,0,0,0,0
A962,40代,東京都内,500万~800万,経験あり,紹介,2,0,27,資産形成,2000万~3000万,半年以内,6,4,1,詳細,0,0,0,1
A963,40代,東京都内,~500万,経験あり,Web資料請求,3,0,138,その他,3000万~5000万,半年以内,10,69,0,詳細,0,1,0,1
A964,50代以上,関東近郊,500万~800万,経験なし,紹介,3,0,143,家賃収入,2000万~3000万,3ヶ月以内,3,26,1,普通,0,0,0,1
A965,50代以上,関東近郊,500万~800万,経験あり,セミナー,3,0,156,資産形成,3000万~5000万,半年以内,0,85,1,普通,0,0,0,0
A966,30代,東京都内,1200万~2000万,経験なし,広告,2,0,128,年金対策,5000万~,1年以内,6,58,1,詳細,0,0,0,0
A967,40代,関東近郊,~500万,経験なし,Web資料請求,2,0,85,資産形成,2000万~3000万,3ヶ月以内,10,35,1,基本,0,0,0,0
A968,30代,その他地方,2000万~,経験あり,セミナー,3,1,70,資産形成,2000万~3000万,1年以内,1,66,0,基本,1,0,0,1
A969,40代,関東近郊,500万~800万,経験なし,紹介,4,0,30,家賃収入,2000万~3000万,1年以内,2,24,0,普通,0,0,0,0
A970,30代,関東近郊,500万~800万,経験なし,Web資料請求,2,1,22,資産形成,3000万~5000万,半年以内,7,16,1,詳細,0,0,0,0
A971,40代,東京都内,~500万,経験なし,広告,2,0,13,税金対策,2000万~3000万,未定/情報収集,1,4,0,基本,0,0,0,0
A972,50代以上,関東近郊,500万~800万,経験なし,セミナー,1,0,125,税金対策,3000万~5000万,半年以内,6,86,0,詳細,0,0,0,0
A973,40代,東京都内,800万~1200万,経験なし,広告,4,0,78,家賃収入,3000万~5000万,1年以内,4,12,0,詳細,0,0,0,0
A974,40代,東京都内,~500万,経験あり,Web資料請求,4,0,2,家賃収入,2000万~3000万,半年以内,6,1,0,基本,0,0,0,0
A975,50代以上,東京都内,1200万~2000万,経験あり,広告,3,0,73,家賃収入,2000万~3000万,3ヶ月以内,0,23,0,基本,0,0,0,0
A976,30代,その他地方,800万~1200万,経験なし,Web資料請求,2,0,0,資産形成,2000万~3000万,1年以内,3,0,1,普通,0,1,0,0
A977,30代,東京都内,800万~1200万,経験なし,広告,2,0,27,資産形成,3000万~5000万,3ヶ月以内,5,25,0,普通,0,1,0,0
A978,40代,東京都内,1200万~2000万,経験あり,広告,3,0,90,家賃収入,3000万~5000万,半年以内,1,76,1,基本,0,0,0,0
A979,40代,関東近郊,500万~800万,経験なし,広告,1,0,156,資産形成,3000万~5000万,半年以内,10,58,1,普通,0,0,0,0
A980,40代,関東近郊,800万~1200万,経験なし,広告,2,0,17,家賃収入,2000万~3000万,未定/情報収集,5,17,0,詳細,0,1,0,0
A981,30代,関東近郊,800万~1200万,経験なし,Web資料請求,5,1,65,資産形成,2000万~3000万,半年以内,1,46,0,詳細,0,1,0,0
A982,40代,東京都内,2000万~,経験なし,広告,5,1,101,税金対策,2000万~3000万,半年以内,6,60,1,普通,0,0,0,1
A983,50代以上,東京都内,~500万,経験なし,セミナー,1,0,60,その他,3000万~5000万,1年以内,7,32,1,基本,0,1,0,0
A984,30代,東京都内,800万~1200万,経験あり,紹介,4,1,180,年金対策,3000万~5000万,1年以内,5,80,0,普通,0,1,0,1
A985,30代,関東近郊,800万~1200万,経験あり,Web資料請求,3,0,86,家賃収入,3000万~5000万,未定/情報収集,4,33,0,詳細,0,1,0,1
A986,50代以上,その他地方,500万~800万,経験あり,紹介,1,1,89,家賃収入,2000万~3000万,未定/情報収集,7,55,1,基本,0,0,0,1
A987,30代,東京都内,1200万~2000万,経験なし,Web資料請求,1,1,21,資産形成,~2000万,1年以内,5,7,1,普通,0,0,0,0
A988,40代,東京都内,1200万~2000万,経験なし,Web資料請求,4,0,78,税金対策,3000万~5000万,1年以内,5,46,0,詳細,0,0,0,0
A989,40代,関東近郊,500万~800万,経験なし,紹介,5,0,34,年金対策,2000万~3000万,半年以内,8,9,0,普通,0,1,0,1
A990,30代,関東近郊,500万~800万,経験なし,広告,5,1,7,家賃収入,3000万~5000万,未定/情報収集,3,7,0,普通,0,0,0,0
A991,40代,東京都内,2000万~,経験あり,紹介,2,0,19,家賃収入,5000万~,1年以内,6,2,0,詳細,0,1,0,1
A992,30代,東京都内,500万~800万,経験なし,Web資料請求,4,0,54,家賃収入,2000万~3000万,3ヶ月以内,1,20,0,詳細,0,1,0,1
A993,30代,東京都内,800万~1200万,経験なし,セミナー,3,0,107,家賃収入,3000万~5000万,未定/情報収集,9,51,1,詳細,1,0,0,1
A994,40代,その他地方,800万~1200万,経験あり,セミナー,4,0,116,家賃収入,3000万~5000万,3ヶ月以内,9,76,0,詳細,0,1,0,1
A995,30代,東京都内,2000万~,経験なし,セミナー,5,0,102,その他,2000万~3000万,未定/情報収集,10,51,0,詳細,1,0,0,1
A996,30代,関東近郊,800万~1200万,経験なし,セミナー,5,0,145,税金対策,~2000万,半年以内,2,73,0,普通,0,0,0,0
A997,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,1,1,5,資産形成,2000万~3000万,1年以内,9,2,1,詳細,1,1,0,1
A998,50代以上,東京都内,500万~800万,経験なし,Web資料請求,3,0,88,税金対策,3000万~5000万,1年以内,7,18,1,普通,0,0,0,0
A999,40代,関東近郊,1200万~2000万,経験なし,広告,1,1,33,年金対策,5000万~,1年以内,4,23,0,基本,0,1,0,0
A1000,50代以上,東京都内,800万~1200万,経験なし,Web資料請求,5,1,42,資産形成,3000万~5000万,3ヶ月以内,2,1,1,詳細,0,0,0,1